name,price,3dmark,value,2dmark,tdp,powerperf,test,category
Radeon HD 7560D + 7670 Dual,NA,1426,NA,444,NA,NA,Jul 2012,Unknown
Radeon HD 7560D + HD 7000 Dual,NA,534,NA,422,NA,NA,Jun 2014,Unknown
Radeon HD 7560D + HD 7700 Dual,NA,1346,NA,496,NA,NA,Mar 2015,Unknown
Radeon HD 7560D + R5 235 Dual,NA,563,NA,396,NA,NA,Jul 2015,Unknown
Radeon HD 7570,NA,982,NA,705,44,22,Aug 2012,Desktop
Radeon HD 7570M,NA,612,NA,604,13,47,Jun 2012,Mobile
Radeon HD 7570M/HD 7670M,NA,699,NA,555,25,27,Mar 2015,Mobile
Radeon HD 7580D,NA,350,NA,429,NA,NA,Jun 2013,Unknown
Radeon HD 7600G,NA,478,NA,226,NA,NA,Nov 2012,Unknown
Radeon HD 7600G + 7450M Dual,NA,389,NA,220,NA,NA,Apr 2013,Unknown
Radeon HD 7600G + 7500M/7600M Dual,NA,405,NA,210,NA,NA,May 2013,Unknown
Radeon HD 7600G + 7550M Dual,NA,423,NA,246,NA,NA,Apr 2014,Unknown
Radeon HD 7600G + 8500M/8700M Dual,NA,469,NA,256,NA,NA,Dec 2013,Unknown
Radeon HD 7600G + HD 7500M/7600M Dual,NA,555,NA,243,NA,NA,Jun 2015,Unknown
Radeon HD 7600G + HD 7550M Dual,NA,509,NA,201,NA,NA,Dec 2014,Unknown
Radeon HD 7600G + HD 8670M Dual,NA,543,NA,240,NA,NA,Apr 2015,Unknown
Radeon HD 7600G + HD Dual,NA,442,NA,219,NA,NA,Jan 2014,Unknown
Radeon HD 7600M + 7600M Dual,NA,773,NA,316,NA,NA,Oct 2012,Unknown
Radeon HD 7610M,NA,632,NA,478,20,31,Jul 2012,Mobile
Radeon HD 7620G,NA,484,NA,271,NA,NA,Jul 2012,Unknown
Radeon HD 7620G + 8600M Dual,NA,503,NA,295,NA,NA,Nov 2013,Unknown
Radeon HD 7620G + 8670M Dual,NA,577,NA,321,NA,NA,Dec 2013,Unknown
Radeon HD 7620G + HD 8600M Dual,NA,442,NA,266,NA,NA,Dec 2014,Unknown
Radeon HD 7620G + HD 8670M Dual,NA,507,NA,267,NA,NA,Feb 2014,Unknown
Radeon HD 7640G,NA,614,NA,290,NA,NA,Jul 2012,Unknown
Radeon HD 7640G + 6400M Dual,NA,526,NA,279,NA,NA,Dec 2012,Unknown
Radeon HD 7640G + 7400M Dual,NA,637,NA,286,NA,NA,Mar 2013,Unknown
Radeon HD 7640G + 7470M Dual,NA,598,NA,300,NA,NA,Jun 2012,Unknown
Radeon HD 7640G + 7500/7600 Dual,NA,627,NA,292,NA,NA,Jul 2013,Unknown
Radeon HD 7640G + 7600M Dual,NA,705,NA,295,NA,NA,Jul 2012,Unknown
Radeon HD 7640G + 7610M Dual,NA,510,NA,309,NA,NA,Oct 2013,Unknown
Radeon HD 7640G + 7670M Dual,NA,644,NA,293,NA,NA,Jun 2012,Unknown
Radeon HD 7640G + 7700M Dual,NA,690,NA,324,NA,NA,Nov 2013,Unknown
Radeon HD 7640G + 8500M Dual,NA,585,NA,307,NA,NA,Feb 2014,Unknown
Radeon HD 7640G + 8570M Dual,NA,558,NA,273,NA,NA,Dec 2013,Unknown
Radeon HD 7640G + 8600/8700M Dual,NA,688,NA,308,NA,NA,Oct 2013,Unknown
Radeon HD 7640G + 8670M Dual,NA,558,NA,315,NA,NA,Jan 2014,Unknown
Radeon HD 7640G + 8750M Dual,NA,654,NA,305,NA,NA,Nov 2013,Unknown
Radeon HD 7640G + HD 7400M Dual,NA,615,NA,292,NA,NA,Oct 2014,Unknown
Radeon HD 7640G + HD 7600M Dual,NA,702,NA,276,NA,NA,Oct 2014,Unknown
Radeon HD 7640G + HD 7670M Dual,NA,659,NA,278,NA,NA,Aug 2014,Unknown
Radeon HD 7640G + HD 7700M Dual,NA,589,NA,276,NA,NA,Nov 2015,Unknown
Radeon HD 7640G + HD 8500M Dual,NA,607,NA,304,NA,NA,Jul 2014,Unknown
Radeon HD 7640G + HD 8500M N HD 8500M Dual,NA,665,NA,311,NA,NA,Nov 2013,Unknown
Radeon HD 7640G + HD 8570M Dual,NA,696,NA,292,NA,NA,Jun 2014,Unknown
Radeon HD 7640G + HD 8600/8700M Dual,NA,586,NA,297,NA,NA,Feb 2015,Unknown
Radeon HD 7640G + HD 8750M Dual,NA,992,NA,288,NA,NA,Aug 2015,Unknown
Radeon HD 7640G + R5 M200 Dual,NA,546,NA,246,NA,NA,Jul 2015,Unknown
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,NA,824,NA,261,NA,NA,Oct 2013,Unknown
Radeon HD 7640G N HD 7640G + HD 7670M Dual,NA,679,NA,305,NA,NA,Nov 2013,Unknown
Radeon HD 7650A,$262.00*,793,3.03,745,NA,NA,Aug 2012,Unknown
Radeon HD 7650M,NA,721,NA,531,20,36,Jul 2012,Mobile
Radeon HD 7660D,NA,782,NA,503,100,7,Jun 2012,Desktop
Radeon HD 7660D + 6570 Dual,NA,1100,NA,551,NA,NA,Mar 2013,Unknown
Radeon HD 7660D + 6670 Dual,NA,1238,NA,524,NA,NA,Nov 2012,Unknown
Radeon HD 7660D + 7470 Dual,NA,465,NA,490,NA,NA,Nov 2012,Unknown
Radeon HD 7660D + 7670 Dual,NA,1061,NA,493,NA,NA,Nov 2012,Unknown
Radeon HD 7660D + HD 6670 Dual,NA,1484,NA,515,NA,NA,Dec 2014,Unknown
Radeon HD 7660D + HD 7000 Dual,NA,633,NA,464,NA,NA,May 2014,Unknown
Radeon HD 7660D + HD 7700 Dual,NA,1958,NA,494,NA,NA,Oct 2015,Unknown
Radeon HD 7660D + R7 240 Dual,NA,941,NA,452,NA,NA,Mar 2015,Unknown
Radeon HD 7660G,NA,799,NA,340,NA,NA,Jun 2012,Unknown
Radeon HD 7660G + 7400M Dual,NA,588,NA,325,NA,NA,Jan 2013,Unknown
Radeon HD 7660G + 7470M Dual,NA,630,NA,350,NA,NA,Aug 2012,Unknown
Radeon HD 7660G + 7600M Dual,NA,831,NA,340,NA,NA,Oct 2012,Unknown
Radeon HD 7660G + 7610M Dual,NA,745,NA,322,NA,NA,Dec 2012,Unknown
Radeon HD 7660G + 7670M Dual,NA,743,NA,346,NA,NA,Jun 2012,Unknown
Radeon HD 7660G + 7700M Dual,NA,757,NA,310,NA,NA,Aug 2013,Unknown
Radeon HD 7660G + 7730M Dual,NA,931,NA,391,NA,NA,Jan 2014,Unknown
Radeon HD 7660G + 8600M Dual,NA,445,NA,359,NA,NA,Mar 2014,Unknown
Radeon HD 7660G + 8670M Dual,NA,587,NA,332,NA,NA,Mar 2014,Unknown
Radeon HD 7660G + HD 7500M/7600M Dual,NA,999,NA,322,NA,NA,Apr 2016,Unknown
Radeon HD 7660G + HD 7600M Dual,NA,772,NA,325,NA,NA,Apr 2014,Unknown
Radeon HD 7660G + HD 7670M Dual,NA,706,NA,317,NA,NA,Jan 2014,Unknown
Radeon HD 7660G + HD 7700M Dual,NA,751,NA,326,NA,NA,Oct 2014,Unknown
Radeon HD 7660G + HD 7730M Dual,NA,881,NA,328,NA,NA,Feb 2016,Unknown
Radeon HD 7660G + HD 8670M Dual,NA,711,NA,325,NA,NA,Dec 2015,Unknown
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,NA,722,NA,292,NA,NA,Nov 2013,Unknown
Radeon HD 7660G N HD 7660G + HD 7670M Dual,NA,704,NA,317,NA,NA,Jan 2014,Unknown
Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,NA,966,NA,350,NA,NA,Dec 2013,Unknown
Radeon HD 7670,NA,1114,NA,615,66,16,Feb 2012,Desktop
Radeon HD 7670A,NA,1050,NA,702,NA,NA,Feb 2012,Unknown
Radeon HD 7670M,$629.99*,813,1.29,582,20,40,May 2012,Mobile
Radeon HD 7670M + 7670M Dual,NA,738,NA,294,NA,NA,Nov 2012,Unknown
Radeon HD 7690M,NA,998,NA,579,20,49,Dec 2012,Mobile
Radeon HD 7690M XT,NA,1009,NA,552,25,40,Jan 2015,Mobile
Radeon HD 7730,$49.99*,1428,28.58,554,47,30,Mar 2015,Desktop
Radeon HD 7730M,NA,989,NA,577,25,39,Mar 2015,Mobile
Radeon HD 7750,$149.99,1704,11.37,554,55,30,Jun 2012,Desktop
Radeon HD 7750M,NA,1191,NA,693,28,42,Apr 2013,Mobile
Radeon HD 7770,$47.48,2219,46.74,580,80,27,Jun 2012,Desktop
Radeon HD 7790,$134.99*,3078,22.80,577,85,36,Apr 2013,Desktop
Radeon HD 7850,$449.59,3842,8.55,626,130,29,May 2012,Desktop
Radeon HD 7850M,NA,1372,NA,565,40,34,Jun 2012,Mobile
Radeon HD 7870,$299.00,4375,14.63,661,175,25,Jun 2012,Desktop
Radeon HD 7870 XT,NA,4465,NA,662,185,24,May 2013,Desktop
Radeon HD 7870M,NA,1507,NA,556,45,33,Dec 2012,Mobile
Radeon HD 7950 / R9 280,$393.98,4764,12.09,691,200,23,Jun 2012,Desktop
Radeon HD 7970 / R9 280X,$345.00,5247,15.21,729,250,20,Aug 2012,Desktop
Radeon HD 7970M,NA,3808,NA,665,75,50,Jun 2012,Mobile
Radeon HD 7990,"$1,126.99*",5544,4.92,771,375,14,May 2013,Desktop
Radeon HD 8180,NA,195,NA,88,NA,NA,Oct 2013,Unknown
Radeon HD 8210,NA,251,NA,94,NA,NA,Jul 2013,Unknown
Radeon HD 8240,NA,279,NA,133,NA,NA,Sep 2013,Unknown
Radeon HD 8250,NA,258,NA,119,NA,NA,Jun 2013,Unknown
Radeon HD 8280,NA,319,NA,142,NA,NA,Feb 2014,Unknown
Radeon HD 8280E,NA,321,NA,172,NA,NA,Jan 2014,Unknown
Radeon HD 8280G,NA,269,NA,129,NA,NA,May 2013,Unknown
Radeon HD 8330,NA,336,NA,159,NA,NA,Aug 2013,Unknown
Radeon HD 8330E,NA,323,NA,169,NA,NA,Nov 2013,Unknown
Radeon HD 8350,$139.99*,265,1.89,726,4.4,60,Nov 2013,Desktop
Radeon HD 8350G,NA,432,NA,335,35,12,Jul 2013,Mobile
Radeon HD 8370D,NA,433,NA,426,NA,NA,Nov 2013,Unknown
Radeon HD 8400,NA,357,NA,209,NA,NA,Jul 2013,Unknown
Radeon HD 8400E,NA,339,NA,203,NA,NA,Dec 2013,Unknown
Radeon HD 8410G,NA,435,NA,263,NA,NA,Apr 2014,Unknown
Radeon HD 8450G,NA,413,NA,344,NA,NA,Jul 2013,Unknown
Radeon HD 8450G + 8600M Dual,NA,545,NA,356,NA,NA,Dec 2013,Unknown
Radeon HD 8450G + 8670M Dual,NA,474,NA,413,NA,NA,Aug 2013,Unknown
Radeon HD 8450G + 8750M Dual,NA,637,NA,299,NA,NA,Oct 2013,Unknown
Radeon HD 8450G + HD 8600M Dual,NA,452,NA,326,NA,NA,Mar 2015,Unknown
Radeon HD 8450G + HD 8670M Dual,NA,574,NA,376,NA,NA,Feb 2017,Unknown
Radeon HD 8450G + HD 8750M Dual,NA,483,NA,321,NA,NA,Oct 2016,Unknown
Radeon HD 8470,NA,343,NA,605,35,9,Sep 2013,Desktop
Radeon HD 8470D,NA,519,NA,443,NA,NA,Jul 2013,Unknown
Radeon HD 8470D + 6450 Dual,NA,717,NA,557,NA,NA,Sep 2013,Unknown
Radeon HD 8470D + HD 7500 Dual,NA,1545,NA,465,NA,NA,Sep 2018,Unknown
Radeon HD 8490,NA,380,NA,772,35,10,Mar 2014,Desktop
Radeon HD 8500M,NA,564,NA,496,NA,NA,Apr 2015,Unknown
Radeon HD 8500M/8700M,NA,851,NA,547,NA,NA,Feb 2015,Unknown
Radeon HD 8510G,NA,506,NA,264,NA,NA,Aug 2013,Unknown
Radeon HD 8510G + 8500M Dual,NA,596,NA,260,NA,NA,Aug 2014,Unknown
Radeon HD 8550D,NA,685,NA,356,NA,NA,Mar 2014,Unknown
Radeon HD 8550G,NA,719,NA,323,NA,NA,Jul 2013,Unknown
Radeon HD 8550G + 8500M Dual,NA,602,NA,304,NA,NA,Sep 2013,Unknown
Radeon HD 8550G + 8570M Dual,NA,532,NA,307,NA,NA,Aug 2013,Unknown
Radeon HD 8550G + 8600/8700M Dual,NA,802,NA,336,NA,NA,Aug 2013,Unknown
Radeon HD 8550G + 8600M Dual,NA,617,NA,321,NA,NA,Aug 2013,Unknown
Radeon HD 8550G + 8670M Dual,NA,579,NA,334,NA,NA,Aug 2013,Unknown
Radeon HD 8550G + 8690M Dual,NA,664,NA,260,NA,NA,Nov 2013,Unknown
Radeon HD 8550G + 8750M Dual,NA,795,NA,321,NA,NA,Aug 2013,Unknown
Radeon HD 8550G + HD 7600M Dual,NA,854,NA,350,NA,NA,Jul 2015,Unknown
Radeon HD 8550G + HD 8570M Dual,NA,529,NA,259,NA,NA,Mar 2016,Unknown
Radeon HD 8550G + HD 8600/8700M Dual,NA,813,NA,329,NA,NA,Aug 2015,Unknown
Radeon HD 8550G + HD 8600M Dual,NA,593,NA,322,NA,NA,Dec 2014,Unknown
Radeon HD 8550G + HD 8670M Dual,NA,546,NA,314,NA,NA,Mar 2016,Unknown
Radeon HD 8550G + HD 8750M Dual,NA,819,NA,335,NA,NA,Dec 2014,Unknown
Radeon HD 8550G + R5 M200 Dual,NA,619,NA,276,NA,NA,Jul 2015,Unknown
Radeon HD 8550G + R5 M230 Dual,NA,667,NA,315,NA,NA,Oct 2014,Unknown
Radeon HD 8570,NA,984,NA,729,66,14,Aug 2013,Desktop
Radeon HD 8570 + 8670D Dual,NA,620,NA,495,NA,NA,Nov 2013,Unknown
Radeon HD 8570D,NA,681,NA,492,NA,NA,Jun 2013,Unknown
Radeon HD 8570D + 6570 Dual,NA,1239,NA,459,NA,NA,Oct 2014,Unknown
Radeon HD 8570D + HD 6570 Dual,NA,868,NA,506,NA,NA,Oct 2014,Unknown
Radeon HD 8570D + HD 6670 Dual,NA,1260,NA,536,NA,NA,Oct 2014,Unknown
Radeon HD 8570D + HD 7000 Dual,NA,753,NA,464,NA,NA,Jun 2015,Unknown
Radeon HD 8570D + HD 7700 Dual,NA,1834,NA,466,NA,NA,Dec 2014,Unknown
Radeon HD 8570D + HD 8570 Dual,NA,1032,NA,519,NA,NA,Apr 2016,Unknown
Radeon HD 8570D + R7 200 Dual,NA,999,NA,401,NA,NA,May 2014,Unknown
Radeon HD 8570D + R7 240 Dual,NA,963,NA,489,NA,NA,Dec 2014,Unknown
Radeon HD 8570M,NA,534,NA,492,NA,NA,Feb 2015,Unknown
Radeon HD 8600/8700M,NA,1034,NA,554,NA,NA,Nov 2014,Unknown
Radeon HD 8610G,NA,551,NA,284,NA,NA,Jul 2013,Unknown
Radeon HD 8610G + 8500M Dual,NA,610,NA,298,NA,NA,Sep 2013,Unknown
Radeon HD 8610G + 8600M Dual,NA,588,NA,319,NA,NA,Nov 2013,Unknown
Radeon HD 8610G + 8670M Dual,NA,599,NA,356,NA,NA,Jan 2014,Unknown
Radeon HD 8610G + HD 8500M Dual,NA,645,NA,273,NA,NA,Aug 2014,Unknown
Radeon HD 8610G + HD 8600M Dual,NA,579,NA,299,NA,NA,Dec 2014,Unknown
Radeon HD 8610G + HD 8670M Dual,NA,577,NA,281,NA,NA,Dec 2013,Unknown
Radeon HD 8610G + R5 M200 Dual,NA,676,NA,290,NA,NA,Jun 2016,Unknown
Radeon HD 8650D,NA,548,NA,396,NA,NA,Jun 2014,Unknown
Radeon HD 8650G,NA,924,NA,344,NA,NA,May 2013,Unknown
Radeon HD 8650G + 7600M Dual,NA,741,NA,403,NA,NA,Nov 2013,Unknown
Radeon HD 8650G + 7670M Dual,NA,883,NA,378,NA,NA,Aug 2013,Unknown
Radeon HD 8650G + 8500M Dual,NA,626,NA,351,NA,NA,Oct 2013,Unknown
Radeon HD 8650G + 8570M Dual,NA,654,NA,282,NA,NA,Nov 2013,Unknown
Radeon HD 8650G + 8600/8700M Dual,NA,831,NA,374,NA,NA,Jul 2013,Unknown
Radeon HD 8650G + 8600M Dual,NA,613,NA,369,NA,NA,Oct 2013,Unknown
Radeon HD 8650G + 8670M Dual,NA,638,NA,354,NA,NA,Aug 2013,Unknown
Radeon HD 8650G + 8750M Dual,NA,787,NA,380,NA,NA,Jul 2013,Unknown
Radeon HD 8650G + HD 7600M Dual,NA,819,NA,346,NA,NA,Mar 2015,Unknown
Radeon HD 8650G + HD 7670M Dual,NA,634,NA,304,NA,NA,Sep 2016,Unknown
Radeon HD 8650G + HD 8570M Dual,NA,716,NA,316,NA,NA,Sep 2014,Unknown
Radeon HD 8650G + HD 8600/8700M Dual,NA,765,NA,360,NA,NA,Mar 2014,Unknown
Radeon HD 8650G + HD 8600M Dual,NA,601,NA,377,NA,NA,Sep 2014,Unknown
Radeon HD 8650G + HD 8670M Dual,NA,589,NA,317,NA,NA,Dec 2015,Unknown
Radeon HD 8650G + HD 8750M Dual,NA,778,NA,344,NA,NA,May 2014,Unknown
Radeon HD 8650G + R5 M200 Dual,NA,722,NA,322,NA,NA,Jul 2015,Unknown
Radeon HD 8650G + R5 M230 Dual,NA,686,NA,374,NA,NA,Jun 2014,Unknown
Radeon HD 8650G N HD 8650G + HD 8570M Dual,NA,773,NA,367,NA,NA,Aug 2014,Unknown
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,NA,679,NA,346,NA,NA,Dec 2013,Unknown
Radeon HD 8670D,NA,781,NA,531,NA,NA,Jun 2013,Unknown
Radeon HD 8670D + 6670 Dual,NA,1361,NA,567,NA,NA,Jun 2013,Unknown
Radeon HD 8670D + 7700 Dual,NA,1788,NA,572,NA,NA,Jul 2013,Unknown
Radeon HD 8670D + HD 6670 Dual,NA,1221,NA,540,NA,NA,May 2014,Unknown
Radeon HD 8670D + HD 7000 Dual,NA,718,NA,402,NA,NA,Mar 2015,Unknown
Radeon HD 8670D + R5 235 Dual,NA,836,NA,517,NA,NA,Oct 2014,Unknown
Radeon HD 8670D + R7 200 Dual,NA,949,NA,505,NA,NA,Dec 2014,Unknown
Radeon HD 8670D + R7 240 Dual,NA,1020,NA,525,NA,NA,Oct 2014,Unknown
Radeon HD 8670M,NA,520,NA,488,NA,NA,Dec 2014,Mobile
Radeon HD 8690A,NA,919,NA,767,NA,NA,May 2015,Unknown
Radeon HD 8690M,NA,984,NA,768,NA,NA,Feb 2015,Unknown
Radeon HD 8730M,NA,1018,NA,542,NA,NA,Jan 2015,Mobile
Radeon HD 8750M,NA,1054,NA,573,NA,NA,Jul 2014,Mobile
Radeon HD 8790M,NA,1314,NA,766,NA,NA,Dec 2014,Mobile
Radeon HD 8790M / R9 M290X,NA,1236,NA,717,NA,NA,Aug 2015,Unknown
Radeon HD 8850M,NA,973,NA,502,NA,NA,Apr 2015,Mobile
Radeon HD 8850M / R9 M265X,NA,1139,NA,740,NA,NA,Feb 2016,Unknown
Radeon HD 8870M,NA,1638,NA,629,NA,NA,Mar 2014,Mobile
Radeon HD 8870M / R9 M270X / M370X,NA,1799,NA,678,NA,NA,Aug 2014,Unknown
Radeon HD 8950,NA,3047,NA,629,225,13,Aug 2014,Desktop
Radeon HD 8970M,NA,3876,NA,806,100,38,Apr 2014,Mobile
Radeon HD 8990,NA,4999,NA,673,375,13,Nov 2013,Desktop
RADEON HD6370D,NA,320,NA,312,NA,NA,Dec 2011,Unknown
RADEON HD6410D,NA,422,NA,296,NA,NA,Feb 2012,Unknown
RADEON HD6530D,NA,531,NA,327,NA,NA,Aug 2012,Unknown
Radeon HD7570,NA,1028,NA,356,NA,NA,Jan 2014,Unknown
Radeon HD8490,NA,366,NA,675,NA,NA,Jul 2013,Unknown
Radeon HD8530M,NA,498,NA,577,NA,NA,Nov 2016,Unknown
Radeon HD8970M,NA,3237,NA,660,NA,NA,Dec 2014,Unknown
Radeon IGP 320M,NA,3,NA,101,NA,NA,Sep 2009,Unknown
Radeon IGP 340M,NA,2,NA,102,NA,NA,Apr 2009,Unknown
RADEON IGP 345M,NA,2,NA,82,NA,NA,Jun 2009,Unknown
RADEON IGP 350M,NA,6,NA,136,NA,NA,Aug 2009,Unknown
Radeon Pro 450,NA,2722,NA,619,NA,NA,Feb 2017,Unknown
Radeon Pro 455,NA,3112,NA,704,NA,NA,Dec 2018,Unknown
Radeon Pro 460,NA,3452,NA,678,NA,NA,May 2017,Unknown
Radeon Pro 555,NA,3140,NA,658,NA,NA,Jun 2017,Unknown
Radeon Pro 560,NA,3534,NA,713,NA,NA,Sep 2017,Unknown
Radeon Pro 580,NA,7753,NA,942,NA,NA,May 2018,Unknown
Radeon Pro Duo,$449.00*,9443,21.03,826,350,26,Sep 2016,Desktop
Radeon Pro SSG,NA,11013,NA,587,NA,NA,Sep 2018,Unknown
Radeon Pro Vega 20,NA,6154,NA,834,NA,NA,Nov 2018,Unknown
Radeon Pro Vega 56,NA,11834,NA,711,NA,NA,Mar 2018,Unknown
Radeon Pro Vega 64,NA,10426,NA,655,NA,NA,Jan 2018,Unknown
Radeon Pro WX 2100,NA,2207,NA,729,NA,NA,Aug 2017,Unknown
Radeon Pro WX 3100,NA,3411,NA,761,NA,NA,Jul 2017,Unknown
Radeon Pro WX 4100,$229.99,3947,17.16,806,NA,NA,Mar 2017,Unknown
Radeon Pro WX 4130,NA,2865,NA,679,NA,NA,Aug 2017,Unknown
Radeon Pro WX 4150,NA,3208,NA,711,50,64,Jul 2017,Mobile
Radeon Pro WX 5100,$324.99,5564,17.12,762,75,74,Dec 2016,Workstation
Radeon Pro WX 7100,$499.99,7918,15.84,805,130,60,Nov 2016,Workstation
Radeon PRO WX 8200,$999.00,10839,10.85,807,NA,NA,Aug 2018,Unknown
Radeon Pro WX 9100,NA,10372,NA,770,NA,NA,Oct 2017,Unknown
Radeon Pro WX4100,NA,3953,NA,948,NA,NA,Dec 2016,Unknown
Radeon R2,NA,302,NA,151,NA,NA,Jul 2014,Unknown
Radeon R2E,NA,257,NA,171,NA,NA,Jul 2014,Unknown
Radeon R3,NA,372,NA,195,NA,NA,Jul 2014,Unknown
Radeon R3E,NA,256,NA,151,NA,NA,Jan 2015,Unknown
Radeon R4,NA,396,NA,234,NA,NA,Jul 2014,Unknown
Radeon R5 220,NA,232,NA,439,19,12,Feb 2015,Desktop
Radeon R5 230,$42.34,235,5.55,558,NA,NA,Jan 2018,Unknown
Radeon R5 235,$257.99,372,1.44,565,35,10,Feb 2014,Desktop
Radeon R5 235 + HD 7560D Dual,NA,743,NA,440,NA,NA,May 2014,Unknown
Radeon R5 235X,NA,367,NA,421,18,20,Dec 2014,Desktop
Radeon R5 240,$61.00,660,10.83,692,50,13,Sep 2014,Desktop
Radeon R5 310,$449.00,337,0.75,557,NA,NA,Dec 2015,Unknown
Radeon R5 330,$369.99*,636,1.72,649,30,21,May 2017,Desktop
Radeon R5 340,NA,1041,NA,596,NA,NA,Oct 2016,Unknown
Radeon R5 420,NA,757,NA,677,NA,NA,Oct 2017,Unknown
Radeon R5 430,NA,1031,NA,814,NA,NA,Aug 2017,Unknown
